0,734.320811834611,1.29414278090283
0.1,623762.117497582,1.26218866340439
0.2,1338722.02531842,1.23380137377259
0.3,539902.752444206,1.2089745901932
0.4,2037650.38308527,1.18737162246122
0.5,723478.844420053,1.16854039403267
0.6,1121059.99726696,1.15255536771031
0.7,875791.026084733,1.14319314647798
0.8,820556.313629585,1.14142527830197
0.9,1141929.35363824,1.13740567428091
1,976275.192132072,1.13135237571494
1.1,726640.446662549,1.12831077588052
1.2,2325850.82123662,1.12934618253575
1.3,944002.623203971,1.1332148286899
1.4,1431853.95354192,1.13705160127451
1.5,1562790.12998228,1.13437646099773
1.6,2812299.42163256,1.13281829095769
1.7,524109.940034064,1.1365373854121
1.8,532448.453352662,1.1506848355152
1.9,743217.215344921,1.1666480535963
2,786823.025542972,1.18356738646736
2.1,1349632.04375697,1.20736797361764
2.2,2947888.51430972,1.23467514072751
2.3,913575.887508914,1.24876941719579
2.4,791304.53942364,1.24741693552487
2.5,699549.350415422,1.23461117309796
2.6,752507.453236186,1.21484702041756
2.7,996362.915025947,1.18889219095757
2.8,340298.780530073,1.16433363073856
2.9,669260.057376817,1.14630509712245
3,743511.234378626,1.12918106844722
3.1,719186.060593593,1.12699282387254
3.2,2533804.02492071,1.13667033006713
3.3,881061.075651586,1.14724884453117
3.4,599730.354949505,1.15719018587992
3.5,1404062.67798329,1.16464468800902
3.6,3197442.12087768,1.16562227257864
3.7,581506.197495819,1.15989063423476
3.8,841901.860356387,1.14723008360202
3.9,753282.157314253,1.1344295110824
4,589620.223973203,1.12534531515807
4.1,606907.15598707,1.12734113220167
4.2,720139.638331722,1.14827102842278
4.3,421414.802344847,1.17802746037969
4.4,844423.886200696,1.20281206278371
4.5,2091683.80049644,1.21150101611943
4.6,2120476.7391691,1.20243585623223
4.7,803963.85128943,1.18622468347372
4.8,1503424.31527696,1.16544574230611
4.9,901391.85302018,1.1445143738744
5,971125.842234252,1.13040543459579
5.1,513982.505689528,1.12993231797386
5.2,1509529.70456632,1.14440620334376
5.3,1010439.98655167,1.16320523600941
5.4,1057041.23159872,1.18357161760761
5.5,960038.308407932,1.20208004239871
5.6,1066920.45021633,1.21663853625643
5.7,1658476.51867788,1.21629702738459
5.8,741918.692142634,1.20091620279138
5.9,1237395.60603669,1.18227067298455
6,588003.188792455,1.16675710549176
6.1,513426.685996312,1.15786128061256
6.2,1091139.14469767,1.15491776278729
6.3,1844495.69618459,1.15090228980482
6.4,1846102.18782956,1.14431249637081
6.5,1003069.00969493,1.14250827985218
6.6,704627.658761172,1.14978263960751
6.7,639241.726675044,1.17183409306011
6.8,1024393.81936634,1.20416066715717
6.9,783801.621984898,1.23009953116633
7,1724067.44846663,1.24196501633012
7.1,1869680.90623427,1.24045334246155
7.2,558911.674950736,1.22652802630986
7.3,1706819.79912027,1.19943950978122
7.4,389378.906952201,1.18486704192583
7.5,1373454.31978474,1.19164324874265
7.6,597639.622494991,1.21032452397236
7.7,1723810.91531491,1.23400981091565
7.8,656300.198964081,1.25120911427346
7.9,596502.039955565,1.25423433487115
8,658176.043101429,1.24010265764486
8.1,1163670.82238061,1.22104365687041
8.2,1552086.15641167,1.20765638569424
8.3,3318454.76464354,1.20238678870054
8.4,1874729.95717893,1.20866373227368
8.5,788298.544502939,1.2195738187632
8.6,1153297.06376183,1.22770374245083
8.7,1162946.794513,1.23072891125395
8.8,1062523.65921157,1.22525639969591
8.9,995908.463768724,1.21698327536769
9,3015563.02397652,1.19965858797809
9.1,2610223.12521852,1.17635330007609
9.2,1679885.1047603,1.14855615414413
9.3,1187500.15960483,1.12213619917919
9.4,1067569.17915808,1.09666501781264
9.5,1161015.12465448,1.07523991016641
9.6,1410724.48514065,1.05897764069376
9.7,2846103.24461059,1.05365846353315
9.8,942749.150534844,1.06050755746928
9.9,671694.954124491,1.07316257191732
10,2658930.64702346,1.08522565514624
10.1,590347.732245265,1.09901920781108
10.2,777798.110803643,1.1173857011924
10.3,573941.937776165,1.14208525299136
10.4,1024756.21319363,1.17005204504348
10.5,1006441.69003101,1.19781685723711
10.6,1150874.55244253,1.23079270899054
10.7,1116271.21177918,1.25900804818557
10.8,736446.25574577,1.2766819593041
10.9,804297.232644908,1.28180173874759
11,790523.337029208,1.26975160888119
11.1,624000.961770253,1.24403484487178
11.2,684381.44141441,1.21951357384917
11.3,881870.342124869,1.20387497745537
11.4,802257.819191441,1.20252894763112
11.5,1682676.07803408,1.21985204952177
11.6,1558833.34290051,1.24295348319283
11.7,1641119.87519049,1.25300004472478
11.8,1229458.70446683,1.24218049896496
11.9,627425.431421029,1.21600208660401
12,554381.887694839,1.17489146896718
12.1,974934.845100791,1.14243357674544
12.2,937658.146319532,1.11601059248726
12.3,544977.733658933,1.1083476345262
12.4,3025624.09119509,1.11635512790235
12.5,36083486.7206864,1.1326188554457
12.6,109132421.183763,1.14539023474204
12.7,35866754.0363678,1.14036093690159
12.8,19401093.8949923,1.12125561434296
12.9,25204198.0493783,1.09536258603237
13,17339982.3615,1.0686347126203
13.1,7369646.3305275,1.04389302672232
13.2,4458041.64784658,1.02428485423093
13.3,4446826.56087,1.01080467978176
13.4,601222.402676353,1.00161044226367
13.5,3666471.30744984,0.997728834650806
13.6,5474398.19174292,1.00265207184306
13.7,31055111.9042006,1.0100024767324
13.8,83143427.0726924,1.0288005609863
13.9,80661840.4237932,1.05690502553294
14,38712242.0939708,1.09327462334835
